国际化数据分析师,北京,字节跳动,3-6万/月,06-23,"['北京\xa0\xa0', '\xa0\xa0在校生/应届生\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招10人\xa0\xa0', '\xa0\xa006-23发布']","['互联网/电子商务,计算机软件']",['民营公司'],['10000人以上'],[]
IT数据主管兼招投标专员,深圳-福田区,深圳市汇诚征信管理顾问有限公司,6-8千/月,06-23,"['深圳-福田区\xa0\xa0', '\xa0\xa02年经验\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa006-23发布']",['金融/投资/证券'],['民营公司'],['150-500人'],['负责公司电脑系统、打印机、服务器、网络运行、维护，IT数据主管兼招投标专员。']
大数据咨询顾问,天津-河北区,四川能信科技股份有限公司,0.8-1.5万/月,06-23,"['天津-河北区\xa0\xa0', '\xa0\xa03-4年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa006-23发布']","['计算机软件,计算机服务(系统、数据服务、维修)']",['上市公司'],['50-150人'],"['1、为客户大数据解决方案，满足客户需求，主导项目的技术方案部分等工作；', '2、可以独立进行需求调研；', '3、根据客户需求进行大数据应用方案设计；', '4、熟悉软件需求规格说明书的编写；', '5、进行大数据应用产品功能性测试；', '6、3年以上大数据工作经验。', '任职要求：', '1、大学本科毕业；', '2、熟悉主流的数据库、BI、数据仓库、数据挖掘产品，具备相关解决方案；', '3、具有出色的表达沟通能力和讲解能力。', '4、优秀的方案功底，有较强的创造性思维能力及良好的表达能力；', '5、有电力管理咨询项目经验、大数据项目经验、智慧城市项目经验者优先；', '6、具备较强的不断学习能力，能承受工作压力。', '7、根据项目要求可接受出差。']"
数据分析师,深圳-福田区,深圳前海中移华捷投资管理有限公司,1-2万/月,06-23,"['深圳-福田区\xa0\xa0', '\xa0\xa0在校生/应届生\xa0\xa0', '\xa0\xa0硕士\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa006-23发布\xa0\xa0', '\xa0\xa0统计学 数学与应用数学']",['金融/投资/证券'],['民营公司'],['少于50人'],"['辅助交易团队和投资经理进行数据分析和建模，主要包含：', '1、金融衍生品数据的提取、清洗和整理；', '2、', '4、']"
商业数据分析师,上海,上海宏原信息科技有限公司,0.8-1.5万/月,06-23,"['上海\xa0\xa0', '\xa0\xa02年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招2人\xa0\xa0', '\xa0\xa006-23发布\xa0\xa0', '\xa0\xa0英语熟练']","['互联网/电子商务,计算机服务(系统、数据服务、维修)']",['民营公司'],['50-150人'],"['岗位职责：', '岗位要求:', '7、相信大数据在市场营销领域的应用价值和前景，有消费者洞察项目/实习经验者优先。']"
数据专员,黄石,黄石市中梁房地产有限公司,8-15万/年,06-23,"['黄石\xa0\xa0', '\xa0\xa03-4年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa006-23发布']",['房地产'],['民营公司'],['1000-5000人'],"['1、严格执行营销管理制度，与现场销售的对接；', '\xa0\xa0', '\xa0', '\xa0 \xa0', '本岗位为武汉/黄石新项目储备。', '\xa0\xa0', '\xa0 \xa0\xa0', '\xa0 \xa0', '\xa0']"
数据仓库开发工程师,上海-长宁区,上海润迅商凯电话商务有限公司,1.5-2.2万/月,06-23,"['上海-长宁区\xa0\xa0', '\xa0\xa02年经验\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招5人\xa0\xa0', '\xa0\xa006-23发布']","['通信/电信运营、增值服务,通信/电信/网络设备']",['民营公司'],['1000-5000人'],"['岗位职责：', '1.负责数据产品的数仓模型设计、优化；', '2.负责数据模型的ETL开发及维护；', '3.负责面向业务的数据消费、提取、分析、报表、挖掘等系统设计和开发工作。', '4.负责数据全生命周期管理和数据源头回溯相关的技术开发工作；', '5.负责数据仓库质量控制、稽核的相关开发工作。', '任职要求：', '1、计算机专业大专及以上学历。两年以上的离线、实时、OLAP数据分析处理项目经验；', '2、精通SQL开发，掌握MySQl、Oracle等关系型数据库中的一种，对redis、mongoDB等数据库有一定的了解。', '3、具备实时处理框架的设计和开发能力，熟练掌握Storm、Spark\xa0streaming等大数据实时处理框架中的一种;', '4、熟悉Spark\xa0、R、Hadoop、Hbase、Hive、Elastic\xa0Search/Solr等大数据相关技术;', '5、熟悉Scala、熟悉Linux开发环境，能进行shell脚本/python脚本的编写;', '6、两年以上数据仓库设计和ETL开发经验，熟悉数据仓库建模设计、元数据管理、数据质量监控等；', '7、具有较强的逻辑分析能力，高度的责任心及团队合作精神;']"
数据处理工程师,合肥-高新区,拓航科技有限公司,3-7千/月,06-23,"['合肥-高新区\xa0\xa0', '\xa0\xa01年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招2人\xa0\xa0', '\xa0\xa006-23发布']","['计算机软件,航天/航空']",['民营公司'],['50-150人'],"['工作职责：', '1、按照地图数据处理流程和规范进行数据质量保证；', '2、参与4D数据制作及部分三维建模工作；', '3. 与无人机飞手配合进行工程项目工作；', '4、质量保证过程中能够识别问题、分析问题并制定改善方案；', '能力要求：', '1、相关行业工作经验：有地图/测绘相关背景或从业经验，地图学常识，具备地图投影、坐标转换的技能者优先', '2、熟练使用office办公软件。', '3、对图像数据敏感，有较强的分析能力和自学能力。', '4、熟练使用GIS相关软件，如ArcGis、', '5、工作态度端正，认真负责。了解无人机航拍及航测相关知识，能够对无人机航拍采集的图片进行质量审核及处理；', '6、 能熟练使用红外测温软件，如flir\xa0tools等，识别图片数据中的隐患缺陷，并根据相关规范编写数据处理报告；', '7、遥感、地信、测绘、无人机等相关专业、有电网行业工作经历者优先；', '\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0\xa0']"
数据产品经理,广州-天河区,千音网络科技（广州）有限公司,0.8-1万/月,06-23,"['广州-天河区\xa0\xa0', '\xa0\xa02年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa006-23发布']","['互联网/电子商务,计算机软件']",['民营公司'],['50-150人'],"['1.负责公司项目产品/运营系统数据报表的整体开发规划', '2.深刻理解内外部客户对相应产品的需求，制定短期及长期产品目标、策略和计划，通过新产品设计和已有产品的优化满足业务需求', '3.确定技术实施方案及合理的执行计划，在产品的设计、开发、发布、运营、数据等不同阶段把握产品的方向和质量', '4.负责产品需求文档、用户手册的编写组织工作', '5.负责产品开发中需求跟进以及上线后功能确认', '6.负责竞争对手的产品跟踪分析，根据市场反馈和用户需求，不断改善产品功能', '任职要求：', '岗位要求：', '1.具有1年以上全职产品经理且负责过业务数据优化工作经验\xa0\xa0\xa0\xa0', '2.独立负责至少一个较大功能模块的规划、设计、开发、运营等工作\xa0', '3.优秀的逻辑分析能力，具备良好的沟通交流能力和文字语言表达能力', '4.熟悉Axure、Excel、PPT等基础办公软件；能熟练使用EXCEL各种统计函数及图表制作功能\xa0', '5.熟练使用SQL语言，注重SQL查询效率，能高效处理MySQL/Oracle等关系型数据库数据。', '6.熟悉项目管理知识，独立针对小型项目进行任务分解和进度安排，并跟踪监控\xa0\xa0', '7.具有良好的分析报告撰写能力，熟悉数据可视化相关理论，能制作专业分析报告', '8.具有音视频社交行业经验优先考虑']"
数据处理专员,苏州,瑞泰信息技术有限公司,2.5-4千/月,06-23,"['苏州\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招6人\xa0\xa0', '\xa0\xa006-23发布']","['计算机软件,互联网/电子商务']",['民营公司'],['150-500人'],"['1.对项目数据进行收集、录入和统计并进行格式整理，特例处理；', '2对项目数据进行校对复核，调整删除；', '3.按照项目进度，完成数据准时、准确、完整的交付；', '\xa0', '职位要求:', '1大专以上学历（或在读大专以上学生），熟悉Excel办公软件操作；', '2、工作细心、有耐心；']"
"库管员,数据员，发货员",龙岩,中铁十二局集团建筑安装工程有限公司原平构件分公司,3-4.5千/月,06-23,"['龙岩\xa0\xa0', '\xa0\xa01年经验\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa006-23发布']",['建筑/建材/工程'],['国企'],['150-500人'],['1.']
数据统计员,昆明-盘龙区,昆明宝力豪健身有限公司,3-4.5千/月,06-23,"['昆明-盘龙区\xa0\xa0', '\xa0\xa01年经验\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa006-23发布']",['娱乐/休闲/体育'],['民营公司'],['50-150人'],"['工作内容：', '1、规范审核公司销售部门合约（会籍合约和私教合约）；', '2、统计业绩', '3、统计私教课时', '4、财务部领导安排其他事物', '要求：', '1、了解财务基本常识', '2、熟练使用Excel', '3、思维清晰，有责任心，认真负责', '4、有良好的沟通能力，语言表达清楚']"
数据统计员,南京-江宁区,南京悠维有机食品有限公司,3.5-4千/月,06-23,"['南京-江宁区\xa0\xa0', '\xa0\xa0无需经验\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa006-23发布']",['快速消费品(食品、饮料、化妆品)'],['民营公司'],['50-150人'],"['岗位职责：', '1、主要协助完成财务部对接仓库、采购、代加工厂各业务模块基础数据整理、汇总工作并建立形成相应统计报表；', '2、合同、业务单据、凭证等各项凭证的整理建档；', '3、其他上级领导交代的各项任务。', '岗位要求：', '1、大专以上学历，财会相关专业；', '2、熟练使用office办公软件；', '3、有数理统计、会计相关领域工作经验者优先；', '4、工作仔细认真，责任心强，为人正直沟通能力强，保密性强。']"
数据统计员,上海-杨浦区,北极绒（上海）实业发展有限公司,6-8千/月,06-23,"['上海-杨浦区\xa0\xa0', '\xa0\xa01年经验\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa006-23发布']","['服装/纺织/皮革,互联网/电子商务']",['民营公司'],['50-150人'],"['岗位职责：', '1.负责品牌各电商平台店铺日常销售数据、运营数据统计汇总工作；', '2.负责平台资源活动情况统计完成分析报告；', '3.收集分析行业、竞品及TOP商家运营情况；', '4.对现有客户、店铺等相关信息整理更新；']"
数据运营,深圳-宝安区,深圳市蜂窝数据信息技术有限公司,5-8千/月,06-23,"['深圳-宝安区\xa0\xa0', '\xa0\xa02年经验\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa006-23发布']",['互联网/电子商务'],['民营公司'],['50-150人'],"['岗位职责：', '1、监测并分析产品及行业相关数据，进行日常分析及监控；', '2、负责日常数据的报表统计分析', '3、协助运营经理分析报告图表预测可能出现的问题', '4、及时监控每天的数据导入；', '5、协助运营经理解决日常的渠道对接或运营商对接', '6、协助市场经理运营经理解决合同的签订和结款', '7、建立供需分析体系，评估预测公司在全国各城市各区域的潜在需求量和供给投放量。', '任职要求：', '1、 计算机相关专业优先，有互联网公司产品运营或数据运营经历者优先；', '2、 有统计学、数学、经济学、金融学、计算机等相关专业优先。', '3、 对数据敏感，通过数据及用户描述，对现象和问题有较强的定位和分析能力；善于归纳总结，能够提出解决方案。', '4、 有负责过多个数据分析的项目，熟悉相关应用场景及分析方法，有数据实际运用的经验；', '5、 能够使用常见的数据分析软件进行工作，并将工作结果以多种形式反馈给各业务部门', '6、有良好的亲和力和沟通能力，及执行能力。', '7、具备良好的学习能力，优秀的文档能力、较强的推动能力和执行力；', '8、善于沟通，有良好的协调能力和优秀的团队协作精神；', '9、责任心强，专注细节，且具备持续改善精神。']"
商品数据分析主管,佛山-南海区,佛山市南海川之尚服饰有限公司,0.5-1万/月,06-23,"['佛山-南海区\xa0\xa0', '\xa0\xa03-4年经验\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa006-23发布\xa0\xa0', '\xa0\xa0统计学 数学与应用数学']","['服装/纺织/皮革,批发/零售']",['民营公司'],['1000-5000人'],"['1、协调所负责项目整体营运管理,督促完成各类营运指标;', '2、定期市场调研,并负责各项目营运数据的汇总、整理及分析,为各项目的经营提出指导意见;', '3、定期对国内先进购物中心市场调研,提供资讯及数据参考,指导各项目提高日常营运管理水平;', '任职资格：', '1、大专以上学历，年龄在40岁以下；', '2、3年上品牌服装/内衣商品运营等相关工作经验，丰富的商品数据分析经验，有同等岗位工作经验者优先；', '3、对代理运营模式有一定的了解；', '4、精通office软件，掌握报表制作函数（如vlookup、sumif、rank函数、数据透视表），能有效完成数据统计工作；', '5、熟练使用ERP系统。', '6、了解国家、地区商品法、消费者权益保护法等相关法律法规', '7、好的沟通、协调、商务谈判、组织观念强;有集体团队意识,做事沉着仔细,应变能力强;', '福利待遇：', '1、公司免费提供食宿，宿舍环境优美，有空调热水器等，3-6人一间宿舍', '2、为员工购买社保', '3、上班时间为8:30-12:20 \xa0 13:50-18:00周日休息', '备注：符合条件的求职者，可以直接电话联系，联系电话：0757-81108669罗小姐/张小姐']"
保底6000销售业务数据分析ab,上海,成翰信息,1.5-3万/月,06-23,"['上海\xa0\xa0', '\xa0\xa0无需经验\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招10人\xa0\xa0', '\xa0\xa006-23发布']","['专业服务(咨询、人力资源、财会),互联网/电子商务']",['合资'],['500-1000人'],"['销售顾问（底薪6000）—资深销售顾问（底薪8000）—业务襄理（底薪10000）—业务主任（底薪12000） — Team Leader — 经理 — 资深经理（讲师）', '上海市杨浦区大连路588号宝地广场']"
运营数据专员,无锡-梁溪区,无锡优房房产经纪有限公司,3.5-5千/月,06-23,"['无锡-梁溪区\xa0\xa0', '\xa0\xa01年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa006-23发布']","['中介服务,房地产']",['民营公司'],['500-1000人'],"['岗位职责：', '\xa01.负责公司运营数据的统计和分析 \xa0 \xa0', '\xa02.负责门店日常工作的安排及检查 \xa0\xa0', '\xa03.活动的组织以及其他工作安排', '\xa0 \xa0 \xa0 \xa0 \xa0\xa0', '岗位要求：', '\xa01.20-35岁之间，，无经验要求； \xa0 \xa0 \xa0\xa0', '\xa02.熟练操作办公软件\xa0、有耐心、工作细心、有良好的执行力和团队精神；\xa0', '\xa03.精通excel、word，会使用ppt、photoshop等office常用软件', '\xa04.勤奋好学，吃苦耐劳，工作仔细认真，有责任心、主动性强，善于沟通', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0', '工作时间：月休6天，大小休，上午9点~下午6点。午休一小时', '工作地点：清扬路137号恒威大厦（地铁口清明桥旁）']"
大数据开发工程师,南京,昆山双宇新信息科技有限公司,6-8千/月,06-23,"['南京\xa0\xa0', '\xa0\xa0无需经验\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa006-23发布']",['计算机软件'],['民营公司'],['少于50人'],"['岗位职责：', '1.负责存储过程、函数的编写；', '2.负责整理项目文档；', '3.负责数据库性能分析与调优，排错，保证数据安全；', '4.负责系统数据库的定期维护和异常处理；', '职责要求：', '1.计算机相关专业本科及以上学历，1年及以上开发经验；', '2.熟悉UNIX、LINUX、AIX操作系统，熟练掌握Shell脚本编程；', '3.熟练使用Oracle数据库，具有oracle PL/SQL、存储过程的实际设计开发经验；', '福利待遇：', '1、【薪资】转正6-1W，一年后年薪10-15万。', '2、【保险】五险一金', '3、【涨薪与发展】年底2-6月奖金，并每年两次调薪。', '4、【其他福利】定期体检，月度聚餐，节日旅游，生日奖', '5、【工作时间】五天工作制，早9点-晚18：00，周末双休！']"
数据库开发工程师,昆明-盘龙区,云南彬驰信息技术有限公司,10-15万/年,06-23,"['昆明-盘龙区\xa0\xa0', '\xa0\xa03-4年经验\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招2人\xa0\xa0', '\xa0\xa006-23发布']","['通信/电信/网络设备,计算机软件']",['民营公司'],['少于50人'],"['1、通过PI-API、PI-SDK、PI-OLEDB/ODBC等接口进行开发；', '2、通过PI客户端工具进行开发；', '3、通过PI系统可扩展接口库，进行其他各种过程监控、自动操作等系统连接开发；', '4、通过COM连接技术，进行PI与用户原有或将来需要增加的数据库之间有效融合的开发；', '5、基于PI数据采集，进行系统运行大数据分析，辅助用户生产管理。', '公司提供学习OSIsoft 公司PI系统的条件，只要你具备扎实的专业基础和较强的学习能力，能快速上手；', '该项目为公司重点项目，项目具有多年长期性。', '1、大专以上学历，软件工程、自动化等相关专业；', '2、熟练掌握C#开发语言，熟悉VBA；', '3、熟悉OSIsoft 公司PI系统，包括各种接口、客户端工具等，有PI相关开发工作经验优先录用；', '4、较强的英文阅读能力，可以学习英文资料；', '5、具备良好的沟通能力，责任心强，有团队合作精神，具备较强的自学能力、自我提升动力，能独立承担工作、有吃苦耐劳精神。']"
数据统计员,珠海,湖北航特装备制造股份有限公司,4.5-6千/月,06-23,"['珠海\xa0\xa0', '\xa0\xa02年经验\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招2人\xa0\xa0', '\xa0\xa006-23发布']",['汽车'],['国企'],['1000-5000人'],"['岗位职责：', '1、做好部门内外的数据统计、报表、对账等工作；', '2、负责部门月度资金计划、月度销售报表、月度物流报表的编制；', '3、监管公司对外发出商品及外部欠款的管理工作；', '4、负责按照月度资金计划监控部门费用报销，进行发票统计、财务入账工作；', '5、完成领导交办的其他事宜。', '任职条件：', '1、40岁以下，大专及以上学历；', '2、具有2年以上统计工作经验；', '3、具备一定的沟通能力和市场风险洞察能力；', '4、具备较强的工作责任心，工作认真细致；', '5、具备熟练使用office/word/PPT等办公软件。']"
数据产品经理,上海,欧冶云商股份有限公司,15-40万/年,06-23,"['上海\xa0\xa0', '\xa0\xa03-4年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa006-23发布']",['计算机软件'],['国企'],['1000-5000人'],"['岗位职责：', '1、负责数据产品的规划、设计，以及持续改进和完善等工作；', '2、通过产品市场需求调研，竞品分析及其他需求输入，提出产品创意，并进行可行性分析；', '3、撰写详细的产品设计文档，完成产品的界面、功能、流程设计，并进行评审确认；', '4、 产品开发过程中，负责管理、协调、沟通，控制进度，把控产品质量。', '任职资格：', '1、本科及以上学历，计算机相关专业，3年以上产品设计经验，有大数据可视化产品设计经验者优先；', '2、具体由良好的商业敏感度和数据分析技能；', '3、具有较强的沟通表达、项目管理及组织协调能力；', '4、有一定的技术背景，熟练使用SQL完成各项数据统计并从中发现问题，至少熟悉一款以上统计分析工具；']"
