1	求助楼水贴	2023-01-04 00:00:00	贴吧用户_GGbZaR9	求助楼水贴	https://tieba.baidu.com/p/8208307261
2	家人们，我被网暴了，为啥没有给我点赞的	2023-07-25 00:00:00	我选超越	家人们，我被网暴了，为啥没有给我点赞的	https://tieba.baidu.com/p/8521258208
3	我发各地方言，大伙评价	2023-07-25 00:00:00	潇潇远山的风	我发各地方言，大伙评价	https://tieba.baidu.com/p/8521527351
4	我這個ip怎麼黑	2023-07-24 00:00:00	贴吧用户_5V2A2XE	我這個ip怎麼黑	https://tieba.baidu.com/p/8520256479
5	这下好意思黑吗	2023-07-25 00:00:00	昵称已注销	这下好意思黑吗	https://tieba.baidu.com/p/8521703852
6	发生这种事怎么没看见瑞典人出来鞠躬道歉啊	2023-07-25 00:00:00	帝的轻语	发生这种事怎么没看见瑞典人出来鞠躬道歉啊	https://tieba.baidu.com/p/8521566137
7	这次我挺洞百大哥	2023-07-25 00:00:00	贴吧用户_59WPW3V	这次我挺洞百大哥	https://tieba.baidu.com/p/8521745706
8	真就魔怔完了？光速一击回避还来挂人？	2023-07-25 00:00:00	安屿子ay	真就魔怔完了？光速一击回避还来挂人？	https://tieba.baidu.com/p/8521724949
9	我们荷兰人真的是太厉害辣	2023-07-19 00:00:00	仙贝李宁踹开线	我们荷兰人真的是太厉害辣	https://tieba.baidu.com/p/8511602587
10	除开自己省。你们最尊敬哪个省？	2023-02-05 00:00:00	囚王西西✆	除开自己省。你们最尊敬哪个省？	https://tieba.baidu.com/p/8247969014
11	荷兰对北京爹爹真是一片孝心啊，我哭死	2023-07-25 00:00:00	醉梦芦荻洲	荷兰对北京爹爹真是一片孝心啊，我哭死	https://tieba.baidu.com/p/8521551427
12	怎么回事捏？	2023-07-24 00:00:00	贴吧用户_QRXS3PG	怎么回事捏？	https://tieba.baidu.com/p/8520321326
13	看图猜哪里人	2023-07-25 00:00:00	贴吧用户_5C1KVJC	看图猜哪里人	https://tieba.baidu.com/p/8520993020
14	我就不信你们能黑到河北	2023-07-24 00:00:00	缪洛幻视	我就不信你们能黑到河北	https://tieba.baidu.com/p/8519789465
15	东北人现身说法，吧友有什么问题尽管问	2023-07-25 00:00:00	圣乃琳顶嘉糖	东北人现身说法，吧友有什么问题尽管问	https://tieba.baidu.com/p/8521330711
16	东北分数线低，南方朋友们也不用急	2023-06-25 00:00:00	贴吧用户_GyQGyZZ	东北分数线低，南方朋友们也不用急	https://tieba.baidu.com/p/8476331556
17	老北京烫饭	2023-07-22 00:00:00	贴吧用户_GyWNZWQ	老北京烫饭	https://tieba.baidu.com/p/8516969117
18	我这IP没人黑，哈哈	2023-07-25 00:00:00	借我三亿精兵	我这IP没人黑，哈哈	https://tieba.baidu.com/p/8520644173
19	我真的不知道为啥骂东北人呀	2023-07-25 00:00:00	乔斯伟夫℃	我真的不知道为啥骂东北人呀	https://tieba.baidu.com/p/8521629598
20	如何评价东北佬吃着高考红利拿中考成绩学历歧视同济和大工	2023-07-25 00:00:00	同♀一副	如何评价东北佬吃着高考红利拿中考成绩学历歧视同济和大工	https://tieba.baidu.com/p/8521600240
21	看给我️百大婶气的，都哭了	2023-07-25 00:00:00	贴吧用户_Gy7JE42	看给我️百大婶气的，都哭了	https://tieba.baidu.com/p/8521094345
22	搞不懂桌饺有什么可黑的，四川凉山的坨坨肉都是铺地上蹲着吃的。	2023-07-26 00:05:00	CC_QIN	搞不懂桌饺有什么可黑的，四川凉山的坨坨肉都是铺地上蹲着吃的。	https://tieba.baidu.com/p/8521915749
23	别让先辈的血白流…大家清醒一下别跟风没底线的黑	2023-07-15 00:00:00	5201314a623	别让先辈的血白流…大家清醒一下别跟风没底线的黑	https://tieba.baidu.com/p/8505129223
24	盘点一下桌饺吧ip的战斗力排行	2023-03-09 00:00:00	贴吧用户_GGbZaR9	盘点一下桌饺吧ip的战斗力排行	https://tieba.baidu.com/p/8300394106
25	本人黑龙江人	2023-04-19 00:00:00	床头柜℃	本人黑龙江人	https://tieba.baidu.com/p/8370297483
26	终于知道为什么烙铁们整天那么自信了	2023-06-24 00:00:00	贴吧用户_GX311QG	终于知道为什么烙铁们整天那么自信了	https://tieba.baidu.com/p/8474991669
27	你们应该知道一句话：喝水不忘打井人，吃饭不忘种田人。	2023-07-23 00:00:00	光影不见不散	你们应该知道一句话：喝水不忘打井人，吃饭不忘种田人。	https://tieba.baidu.com/p/8517957095
28	我这ip怎么黑	2023-07-25 00:00:00	knwfyll	我这ip怎么黑	https://tieba.baidu.com/p/8521817694
29	我呢個IP地址你哋要點黑呀？	2023-07-26 00:30:00	扎布多徳勒	我呢個IP地址你哋要點黑呀？	https://tieba.baidu.com/p/8521938759
30	眯眯眼大饼脸还有纹身，80％概率是东白仁	2023-07-25 00:00:00	贴吧用户_GyD9M15	眯眯眼大饼脸还有纹身，80％概率是东白仁	https://tieba.baidu.com/p/8510078519
31	这下解释不清了	2023-07-25 00:00:00	K大魔王23-	这下解释不清了	https://tieba.baidu.com/p/8520547236
32	我的IP没人敢黑吧	2023-07-25 00:00:00	德莱文森特aqa	我的IP没人敢黑吧	https://tieba.baidu.com/p/8521894719
33	苏大强也生病了？	2023-07-25 00:00:00	东北桌饺	苏大强也生病了？	https://tieba.baidu.com/p/8521522866
34	真心想问这有什么意义	2023-07-25 00:00:00	下载广场舞曲	真心想问这有什么意义	https://tieba.baidu.com/p/8520386701
35	不懂这个吧里的人，东北人是对你有杀父之仇吗？	2023-07-25 00:00:00	贴吧用户_GyQGyZZ	不懂这个吧里的人，东北人是对你有杀父之仇吗？	https://tieba.baidu.com/p/8457775261
36	东和北和南方男女长相差别咋这么大捏	2023-07-25 00:00:00	陈某某	东和北和南方男女长相差别咋这么大捏	https://tieba.baidu.com/p/8473386719
37	正宗陕西本地人	2023-06-23 00:00:00	_2gh	正宗陕西本地人	https://tieba.baidu.com/p/8520767356
38	知道你们喜欢舔长三角	2023-07-25 00:00:00	skbdhdidmddbsh	知道你们喜欢舔长三角	https://tieba.baidu.com/p/8505912377
39	别的地方也有吃桌角的	2023-07-15 00:00:00	有鸽不塞萨比º	别的地方也有吃桌角的	https://tieba.baidu.com/p/8521506719
40	jp日的野⏰们我们不需要你们在中国，赶紧滚出去！	2023-07-25 00:00:00	贴吧用户_GV49ZW2	jp日的野⏰们我们不需要你们在中国，赶紧滚出去！	https://tieba.baidu.com/p/8521550752
41	东北不是第一农业大省吗？	2023-07-25 00:00:00	贴吧用户存在	东北不是第一农业大省吗？	https://tieba.baidu.com/p/8520744973
42	警惕最近吧里的境内外反动势力互相勾结试图否认我东北地区的桌饺文	2023-07-24 00:00:00	路卡利欧✨	警惕最近吧里的境内外反动势力互相勾结试图否认我东北地区的桌饺文	https://tieba.baidu.com/p/8521465589
43	8u们，北方种植园开始反击啦	2023-06-28 00:00:00	贴吧用户_Gy7JE42	8u们，北方种植园开始反击啦	https://tieba.baidu.com/p/8481325125
44	逆天️北大哥	2023-07-25 00:00:00	贴吧用户_5Z63a6U	逆天️北大哥	https://tieba.baidu.com/p/8521763624
45	女性健身以及学习格斗到底有什么意义？	2023-07-25 00:00:00	地狱笑话鉴赏家	女性健身以及学习格斗到底有什么意义？	https://tieba.baidu.com/p/8521902380
46	又有新美食	2023-07-18 00:00:00	平安是福	又有新美食	https://tieba.baidu.com/p/8510331343
47	一些个人看法	2023-06-25 00:00:00	变得更开心哦	一些个人看法	https://tieba.baidu.com/p/8476882282
48	广州一男子游泳时竟直接脱泳裤大*	2023-07-25 00:00:00	搜狐拦不住	广州一男子游泳时竟直接脱泳裤大*	https://tieba.baidu.com/p/8520399903
49	上海人上分了	2023-04-02 00:00:00	周科升	上海人上分了	https://tieba.baidu.com/p/8338127369
50	什么shab吧啊	2023-01-03 00:00:00	♤教皇♤♂	什么shab吧啊	https://tieba.baidu.com/p/8208044117
51	我发现在这个吧里，东北都不提南方的帮助	2023-07-25 00:00:00	设置的幸福感	我发现在这个吧里，东北都不提南方的帮助	https://tieba.baidu.com/p/8516706973
52	怎么好像很多山东人对东北人意见很大?	2023-07-25 00:00:00	贴吧用户_GVC5C8P	怎么好像很多山东人对东北人意见很大?	https://tieba.baidu.com/p/8472635705
53	问一下，吃内玩意儿真的能让人变聪明吗？	2023-07-15 00:00:00	贴吧用户_GNNe2b3	问一下，吃内玩意儿真的能让人变聪明吗？	https://tieba.baidu.com/p/8441224098
54	此前，张雪峰在直播中称“如果孩子同等分数非要报东北大学 m，我	2023-06-02 00:00:00	贴吧用户_GCZ42CM	此前，张雪峰在直播中称“如果孩子同等分数非要报东北大学 m，我	https://tieba.baidu.com/p/8521916078
55	不骚皮，不地域黑，诚心发问	2023-07-25 00:00:00	无事生非者	不骚皮，不地域黑，诚心发问	https://tieba.baidu.com/p/8521787885
56	西安急救中心原主任再被通报 明知大量急救电话未接入仍在玩游戏 致孕妇流产#百观世界#	2023-04-26 00:00:00	贴吧用户_aXQXAXN	西安急救中心原主任再被通报 明知大量急救电话未接入仍在玩游戏 致孕妇流产#百观世界#	https://tieba.baidu.com/p/8382329933
57		2023-07-18 00:00:00	贴吧用户_72yDPCN		https://tieba.baidu.com/p/8510180097
58	这吧真是垃圾聚集地了	2023-06-02 00:00:00	丑好养活	这吧真是垃圾聚集地了	https://tieba.baidu.com/p/8441462991
59	为什么河南人那么穷还能长这么高	2023-03-25 00:00:00	狗熊子熊狗	为什么河南人那么穷还能长这么高	https://tieba.baidu.com/p/8324406642
